business_id	name	address	city	state	postal_code	latitude	longitude	stars	review_count	Access.dogs	Access.wheelchair	Ambience.casual	Ambience.classy	Ambience.divey	Ambience.hipster	Ambience.intimate	Ambience.romantic	Ambience.touristy	Ambience.trendy	Ambience.upscale	Equip.OutdoorSeating	Equip.TV	Equip.WiFi	Good4Meal.breakfast	Good4Meal.brunch	Good4Meal.dessert	Good4Meal.dinner	Good4Meal.latenight	Good4Meal.lunch	Parking.Bike	Parking.car	Pay.CreditCards	Pay.DriveThru	Pay.PriceRange	Service.alcohol	Service.caters	Service.delivery	Service.reservations	Service.takeout	Style.Attire	Style.GoodForGroups	Style.GoodForKids	Style.NoiseLevel	CAT.Dessert	CAT.Drink	CAT.Food.Cheesesteaks	CAT.Food.HotDogs	CAT.Food.Poke	CAT.Food.Buffets	CAT.Food.Ramen	CAT.Food.ChickenWings	CAT.Food.Pizza	CAT.Food.Kebab	CAT.Food.Tacos	CAT.Food.Salad	CAT.Food.Soup	CAT.Food.Noodles	CAT.Food.FastFood	CAT.Food.Sandwiches	CAT.Food.Burgers	CAT.Food.Barbeque	CAT.Food.Seafood	CAT.Food.Steakhouses	CAT.Food.Tapas	CAT.Food.Sushi	CAT.Alcohol.Wine	CAT.Alcohol.Beer	CAT.Cuisine.EU.Mediterranean	CAT.Cuisine.EU.Belgian	CAT.Cuisine.EU.French	CAT.Cuisine.EU.German	CAT.Cuisine.EU.Spanish	CAT.Cuisine.EU.ModernEU	CAT.Cuisine.AS.Mideastern	CAT.Cuisine.AF.African	CAT.Cuisine.AM.Caribbean	CAT.Cuisine.AM.Hawaiian	CAT.Cuisine.AM.Southern	CAT.Cuisine.AM.American(Traditional)	CAT.Cuisine.AM.Canadian(New)	CAT.Cuisine.AM.American(New)	CAT.Cuisine.AS.Chinese	CAT.Cuisine.AS.Asian	CAT.Cuisine.AS.Indian	CAT.Cuisine.AS.Vietnamese	CAT.Cuisine.AS.Japanese	CAT.Cuisine.AS.Korean	CAT.Cuisine.AS.Thai	CAT.Special.Gluten-Free	CAT.Special.Halal	CAT.Special.Vegan	CAT.Special.Vegetarian	HOURS.Monday.Breakfast	HOURS.Monday.Lunch	HOURS.Monday.Afternoon	HOURS.Monday.Dinner	HOURS.Tuesday.Breakfast	HOURS.Tuesday.Lunch	HOURS.Tuesday.Afternoon	HOURS.Tuesday.Dinner	HOURS.Wednesday.Breakfast	HOURS.Wednesday.Lunch	HOURS.Wednesday.Afternoon	HOURS.Wednesday.Dinner	HOURS.Thursday.Breakfast	HOURS.Thursday.Lunch	HOURS.Thursday.Afternoon	HOURS.Thursday.Dinner	HOURS.Friday.Breakfast	HOURS.Friday.Lunch	HOURS.Friday.Afternoon	HOURS.Friday.Dinner	HOURS.Saturday.Breakfast	HOURS.Saturday.Lunch	HOURS.Saturday.Afternoon	HOURS.Saturday.Dinner	HOURS.Sunday.Breakfast	HOURS.Sunday.Lunch	HOURS.Sunday.Afternoon	HOURS.Sunday.Dinner
HAN3oWiJthngBAdalP4ggQ	Tempe Mission Palms	60 E 5th St	Tempe	AZ	85281	33.426001	-111.938835	3.5	199	None	None	None	None	None	None	None	None	None	None	None	True	None	free	None	None	None	None	None	None	None	True	True	None	2	full_bar	True	None	True	None	None	None	True	average	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGaaHr_krwaPGlD0mHPe4Q	Matta's Grill and Cantina	1033 N Dobson Rd, Ste 101	Mesa	AZ	85201	33.4351659963	-111.8660545349	3.0	199	False	None	True	False	False	False	False	False	False	False	False	True	True	no	False	False	False	True	False	True	True	True	True	None	2	full_bar	True	False	True	True	casual	True	True	average	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	0.0	3.0	3.0	4.0	0.0	3.0	3.0	4.0	0.0	3.0	3.0	4.0	0.0	3.0	3.0	4.0	0.0	3.0	3.0	5.0	0.0	3.0	3.0	5.0	0.0	3.0	3.0	3.0
x5yBZsTnFb1ah75XRXJz9Q	Sushi Inn	120 Cumberland Street	Toronto	ON	M5R 1A6	43.6703481	-79.3919123	3.0	201	None	None	True	False	False	False	False	False	False	False	False	False	True	no	False	False	False	True	False	True	True	True	None	None	2	beer_and_wine	True	True	True	True	casual	True	True	loud	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	0.0	3.0	3.0	5.5	0.0	3.0	3.0	5.5	0.0	3.0	3.0	5.5	0.0	3.0	3.0	5.5	0.0	3.0	3.0	6.5	0.0	3.0	3.0	6.5	0.0	3.0	3.0	5.5
MxsxrOTKXOGhgWzbEBWuVg	Haru Sushi And Grill	20165 N 67th Ave, 125 Glendale	Glendale	AZ	85308	33.6656143734	-112.2017465039	4.5	196	False	True	False	True	False	False	False	False	False	False	False	False	True	free	None	None	None	True	None	None	True	True	True	None	2	beer_and_wine	False	False	True	True	casual	True	True	average	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	3.0	3.0	4.0	0.0	3.0	3.0	4.0	0.0	3.0	3.0	4.0	0.0	3.0	3.0	5.0	0.0	3.0	3.0	5.0	0.0	2.0	3.0	3.0
QE1tzFyyyRKV1p7C4LRukQ	Nando's Flame Grilled Chicken	832 Bay St.	Toronto	ON	M5S 1Z6	43.6617048	-79.3862897	3.5	205	None	None	True	True	None	False	False	False	False	False	False	False	True	free	False	False	None	True	False	True	True	True	True	None	2	beer_and_wine	True	False	True	True	casual	True	True	loud	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0.0	3.0	3.0	6.0	0.0	3.0	3.0	6.0	0.0	3.0	3.0	6.0	0.0	3.0	3.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	6.0
OIalqVuYn_VHFt3pVEsQFA	Dutch Bros Coffee	1201 E Glendale Ave	Phoenix	AZ	85020	33.5379205274	-112.0560094224	4.0	199	True	None	None	None	None	None	None	None	None	None	None	True	None	no	False	False	False	False	False	False	True	True	True	None	1	none	False	True	None	True	None	None	None	average	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	5.0	4.0	3.0	0.0	5.0	4.0	3.0	0.0	5.0	4.0	3.0	0.0	5.0	4.0	3.0	0.0	5.0	4.0	3.0	0.0	5.0	4.0	3.0	0.0	5.0	4.0	3.0	0.0
orrhJxM6V1USwccG7MlxmA	Light Cafe	23 Baldwin Street, Ground Unit	Toronto	ON	M5T 1L1	43.6559749	-79.3929904	4.0	196	False	True	True	True	None	False	False	False	False	False	False	False	False	free	False	True	True	None	False	True	True	True	None	None	2	none	True	True	True	True	casual	True	True	average	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	0.0	2.0	3.0	1.0	0.0	2.0	3.0	5.0	0.0	2.0	3.0	5.0	0.0	2.0	3.0	5.0	0.0	2.0	3.0	6.0	0.0	2.0	3.0	1.0	0.0	2.0	3.0	1.0
yYfgg3sbg_9U2A0w72jLHA	Tropical Smoothie Cafe	13355 W Mcdowell Rd	Goodyear	AZ	85395	33.463393	-112.347286	2.5	201	None	None	True	False	False	False	False	False	False	False	False	True	False	free	True	False	False	False	False	False	True	False	True	None	1	none	True	True	False	True	casual	True	True	average	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
487ZwV1pjttfx_kdqtIl3Q	ChuChai	4088 Rue Saint-Denis	Montréal	QC	H2W 2M5	45.52089	-73.576718	4.0	197	None	None	False	True	None	False	False	False	False	False	False	True	True	no	False	False	False	True	False	True	True	True	None	None	2	full_bar	False	False	True	True	casual	True	True	average	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	True	True	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0
9lqPRnnxUA47dacFK9lhtQ	Va Bene Caffè	3708 Las Vegas Blvd S	Las Vegas	NV	89109	36.1095636214	-115.1742197048	3.5	202	None	None	True	False	False	False	False	False	False	False	False	False	True	free	True	False	False	False	False	False	False	True	True	None	2	none	False	False	False	True	casual	False	True	average	True	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	3.0	0.0	1.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9eu2lQMROTKdrPyGkwZLYw	Soco Kitchen and Bar	75 Lower Simcoe Street	Toronto	ON	M5J 3A6	43.6426531323	-79.383846535	3.5	198	False	True	True	True	None	False	False	False	False	False	False	True	True	free	None	None	None	True	None	None	True	True	None	None	2	full_bar	True	False	True	True	casual	True	True	average	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	3.0	8.0	1.0	4.0	3.0	8.0	3.0	4.0	3.0	6.0
Md_TTNUkO7U47b3cass4gw	Whole Foods Market	5120 S Rural Rd	Tempe	AZ	85282	33.3796077	-111.9298784	3.0	195	True	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	True	True	True	None	3	beer_and_wine	True	False	None	True	None	None	None	average	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	3.0	4.0	3.0	2.0	0.0	4.0	3.0	2.0	3.0	4.0	3.0	5.0	3.0	4.0	1.0	0.0	3.0	4.0	3.0	5.0	3.0	4.0	3.0	5.0	3.0	4.0	3.0	5.0
p3cBYY8Tov5TOaXV2aY-wA	Trader Joe's	4821 N 20th St	Phoenix	AZ	85016	33.5072229412	-112.0377830646	4.5	196	False	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	True	True	True	None	2	None	False	None	None	False	None	None	True	None	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	0.0	0.0	0.0	0.0	2.0	4.0	3.0	1.0	2.0	4.0	3.0	4.0	2.0	4.0	3.0	0.0	2.0	4.0	3.0	4.0	2.0	4.0	3.0	4.0	2.0	4.0	3.0	4.0
eSMs4iCWdwRl8O9ISUZSWw	Salad and Go	3299 E Williams Field Rd	Gilbert	AZ	85295	33.306391133	-111.7190972944	4.0	196	True	None	True	False	False	False	False	False	False	False	False	True	False	no	False	False	False	False	False	True	True	True	True	True	1	none	False	True	False	True	casual	False	True	average	False	False	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	3.5	4.0	3.0	4.0	3.5	4.0	3.0	4.0	3.5	4.0	3.0	4.0	3.5	4.0	3.0	4.0	3.5	4.0	3.0	4.0	2.0	4.0	3.0	4.0	2.0	4.0	3.0	4.0
gqGvV1NUVjtLeiCGV4NpDA	Rosati's Pizza	5725 Losee Rd	North Las Vegas	NV	89084	36.2640364849	-115.1175778725	3.0	205	None	None	True	False	False	False	False	False	False	False	False	False	True	no	False	False	False	True	False	True	False	True	True	None	2	beer_and_wine	True	True	False	True	casual	True	True	average	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	0.0	4.0	3.0	6.0	0.0	4.0	3.0	6.0	0.0	4.0	3.0	6.0	0.0	4.0	3.0	6.0	0.0	4.0	3.0	6.0	0.0	4.0	3.0	6.0	0.0	4.0	3.0	6.0
50KEvLtQl9Vv4YE1vs681Q	Thai Foon	1950 Settlers Ridge Center Dr	Pittsburgh	PA	15205	40.4386179605	-80.1461325319	3.5	203	False	None	True	False	False	False	False	False	False	False	False	False	True	no	False	False	False	True	False	True	True	False	True	None	2	none	False	False	False	True	casual	True	True	average	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	True	False	0.0	3.0	3.0	4.0	0.0	3.0	3.0	4.0	0.0	3.0	3.0	4.0	0.0	3.0	3.0	4.0	0.0	3.0	3.0	5.0	0.0	3.0	3.0	5.0	0.0	3.0	3.0	4.0
2I_qSTehoUFsDNjaqCVxlA	Cafe Moda	3400 S Jones Blvd	Las Vegas	NV	89146	36.1273052	-115.2243	3.0	201	None	None	True	False	None	False	False	False	False	False	False	False	True	free	False	False	False	None	True	False	True	True	True	None	2	full_bar	True	False	True	True	casual	True	False	loud	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	0.0	0.0	1.0	10.983333333333333	0.0	0.0	1.0	10.983333333333333	0.0	0.0	1.0	10.983333333333333	0.0	0.0	1.0	10.983333333333333	0.0	0.0	1.0	10.983333333333333	0.0	0.0	1.0	10.983333333333333	0.0	0.0	1.0	10.983333333333333
ebL8hN0iieaa3rClnDfLlw	Thai Chili 2 Go	4984 S Power Rd, Ste 101	Mesa	AZ	85212	33.325495	-111.68803	3.5	204	False	None	True	False	False	False	False	False	False	False	False	True	False	free	False	None	None	True	False	True	True	True	True	None	2	none	True	True	False	True	casual	True	True	average	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	0.0	3.0	3.0	4.0	0.0	3.0	3.0	4.0	0.0	3.0	3.0	4.0	0.0	3.0	3.0	4.0	0.0	3.0	3.0	4.0	0.0	3.0	3.0	4.0	0.0	3.0	3.0	4.0
IKpVBsOTixsnoU4r0Sc42A	Papaya Thai Restaurant	1731 E Broadway Rd	Tempe	AZ	85282	33.406547	-111.910913	2.5	203	None	None	None	None	None	None	None	None	None	None	None	False	True	no	None	None	None	None	None	None	True	True	True	None	2	none	True	True	False	True	casual	True	True	quiet	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	0.0	3.0	3.0	4.0	0.0	3.0	3.0	4.0	0.0	3.0	3.0	4.0	0.0	3.0	3.0	4.0	0.0	3.0	3.0	4.0	0.0	2.0	3.0	4.0	0.0	2.0	3.0	4.0
qqIgj3vpc54Bab5xWfwONA	Pita Kabab Grill	131 E John St	Matthews	NC	28105	35.1154074	-80.720792	4.0	197	None	False	True	False	False	False	False	False	False	False	False	True	True	free	False	False	False	True	False	True	False	False	True	None	2	beer_and_wine	True	False	True	True	casual	True	True	average	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	0.0	3.0	3.0	5.0	0.0	3.0	3.0	5.0	0.0	3.0	3.0	5.0	0.0	3.0	3.0	5.0	0.0	3.0	3.0	5.0	0.0	3.0	3.0	5.0	0.0	3.0	3.0	5.0
TT68Q6iHmIe3zdETNKRC6A	Panera Bread	2845 N Central Ave	Phoenix	AZ	85012	33.4799385	-112.0732474	2.5	196	None	None	True	False	False	False	False	False	False	None	False	True	False	free	True	True	False	False	False	True	True	True	True	None	1	none	True	True	False	True	casual	True	True	average	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	4.0	4.0	3.0	4.5	4.0	4.0	3.0	4.5	4.0	4.0	3.0	4.5	4.0	4.0	3.0	4.5	4.0	4.0	3.0	4.5	3.5	4.0	3.0	4.5	3.0	4.0	3.0	4.0
ujKxpaUmTUVpGRBFSvZfbg	Bradley Ogden	Caesars Palace, 3570 Las Vegas Blvd	Las Vegas	NV	89109	36.1162194	-115.1745719	4.0	204	None	None	False	True	False	False	False	False	False	False	True	False	False	free	False	False	False	True	False	False	None	True	True	None	4	full_bar	False	False	True	False	dressy	True	False	quiet	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
W1Yr6c2XDx_RBjb6WsV-aQ	Divine Cafe at the Springs Preserve	333 S Valley View Blvd	Las Vegas	NV	89152	36.1707064994	-115.1902884807	4.0	198	False	True	True	True	False	False	False	False	False	False	False	True	True	free	None	None	None	None	False	True	True	True	True	None	2	full_bar	True	False	False	True	casual	True	True	average	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	1.0	4.0	1.0	0.0	1.0	4.0	1.0	0.0	1.0	4.0	1.0	0.0	0.0	0.0	1.0	3.0	1.0	4.0	1.0	0.0	1.0	4.0	2.0	0.0	1.0	4.0	2.0	0.0
SJbXs2aVMhFawgjCcbH8aQ	KOVO Modern Mediterranean	10625 N Tatum Blvd, Ste 150	Phoenix	AZ	85028	33.5834399	-111.9768301	4.5	196	None	True	False	True	False	False	False	False	False	False	False	True	True	free	False	False	False	False	False	False	True	False	True	None	2	full_bar	True	False	True	True	casual	True	True	average	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	3.0	3.0	4.0	0.0	3.0	3.0	4.0	0.0	3.0	3.0	5.0	0.0	3.0	3.0	5.0	0.0	3.5	3.0	5.0	0.0	3.5	3.0	4.0
FXSmA6oWEvylen1QnVZlAA	Pamela's Upstreet Diner	1711 Murray Ave	Pittsburgh	PA	15217	40.4376321	-79.9227779	4.0	204	None	True	True	False	False	False	False	False	False	False	False	True	True	no	True	True	False	False	False	True	True	True	False	None	1	none	False	False	False	True	casual	True	True	average	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	2.5	4.0	1.5	0.0	2.5	4.0	1.5	0.0	2.5	4.0	1.5	0.0	2.5	4.0	1.5	0.0	2.5	4.0	1.5	0.0	2.5	4.0	1.5	0.0	2.0	4.0	1.0	0.0
D7ihF-r44rB2aT8k6oGQww	Allison's Texas BBQ	6750 E Main St, Ste 101	Mesa	AZ	85205	33.416355	-111.685046	4.0	205	False	None	True	False	False	False	False	False	False	False	False	False	False	no	False	False	False	True	False	True	True	True	True	None	2	none	True	True	True	True	casual	True	True	average	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	0.0	3.0	3.0	2.0	0.0	3.0	3.0	2.0	0.0	3.0	3.0	2.0	0.0	3.0	3.0	2.0	0.0	3.0	3.0	3.0	0.0	3.0	3.0	3.0	0.0	0.0	0.0	0.0
UYJLWDj_jytplZEkjPe6sg	Olive Garden Italian Restaurant	2930 E Germann Rd	Chandler	AZ	85286	33.2801678	-111.7902051	3.5	196	False	True	True	None	False	False	False	None	False	False	False	False	False	free	False	False	True	True	False	True	True	True	True	None	2	full_bar	True	False	True	True	casual	True	True	average	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	3.0	3.0	5.0	0.0	3.0	3.0	5.0	0.0	3.0	3.0	5.0	0.0	3.0	3.0	6.0	0.0	3.0	3.0	6.0	0.0	3.0	3.0	5.0
Km0sT7E_dc2U1BkyRoy1xA	Akahana - Asian Bistro, Bar & Sushi	940 Market St, Ste 124	Fort Mill	SC	29708	35.0284830828	-80.9673952684	3.0	197	None	None	True	None	False	False	None	False	False	None	False	True	True	no	False	False	False	True	False	True	True	True	True	None	2	full_bar	False	False	True	True	casual	True	True	average	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	True	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	3.0	3.0	5.0	0.0	3.0	3.0	5.0	0.0	3.0	3.0	3.5	0.0	3.0	3.0	6.0	0.0	3.0	3.0	6.0	0.0	3.0	3.0	2.0
j6bsyQv1QLT1evlCq9_1IA	Little Sicily	18795 N Reems Rd, Ste 112	Surprise	AZ	85374	33.654705	-112.374624	4.5	200	False	True	True	False	False	False	False	False	False	False	False	True	True	no	False	False	False	True	False	True	True	True	True	None	2	none	True	False	False	True	casual	True	True	average	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	0.0	3.0	3.0	4.0	0.0	3.0	3.0	4.0	0.0	3.0	3.0	4.0	0.0	3.0	3.0	4.0	0.0	3.0	3.0	5.0	0.0	3.0	3.0	5.0	0.0	3.0	3.0	3.0
YTmyUCOyNbyDFnNMbYnH_g	Mugsy Dogs	3160 E Queen Creek Rd, Ste 101	Higley	AZ	85295	33.2634958399	-111.7213661224	4.0	198	False	True	True	False	False	False	False	False	False	False	False	False	True	no	False	False	False	False	False	True	True	True	True	False	1	none	True	True	False	True	casual	False	True	average	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0.0	3.5	3.0	4.0	0.0	3.5	3.0	4.0	0.0	3.5	3.0	4.0	0.0	3.5	3.0	4.0	0.0	3.5	3.0	4.0	0.0	3.5	3.0	4.0	0.0	0.0	0.0	0.0
Do72DKBclgkSPt6jZ9-c4Q	Native Grill & Wings	10004 North 26th Dr	Phoenix	AZ	85021	33.5768504	-112.1161484	3.0	199	None	None	True	False	False	False	False	False	False	False	False	True	True	free	False	False	True	True	False	True	True	True	True	None	2	full_bar	True	True	True	True	casual	True	True	average	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False	False	False	False	False	0.0	3.0	3.0	5.0	0.0	3.0	3.0	5.0	0.0	3.0	3.0	5.0	0.0	3.0	3.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	5.0
zDQZZZhb8VOk8EaoN3HeTA	Abacus Inn	20329 N 59th Ave, Ste 810	Glendale	AZ	85308	33.6711724	-112.1848767	3.5	197	None	True	True	False	False	False	None	False	False	False	False	True	True	no	False	False	False	True	False	True	True	True	True	None	1	beer_and_wine	True	True	False	True	casual	True	True	quiet	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	0.0	3.0	3.0	4.0	0.0	3.0	3.0	4.0	0.0	3.0	3.0	4.0	0.0	3.0	3.0	4.0	0.0	3.0	3.0	5.0	0.0	3.0	3.0	5.0	0.0	3.0	3.0	4.0
9IFvZw83W8qKpEEJrhXpgg	Porkopolis	10392 N Scottsdale Rd	Scottsdale	AZ	85253	33.580969	-111.926903	4.0	197	None	None	True	False	False	False	False	False	False	False	False	True	True	free	False	False	False	True	False	True	True	True	True	None	2	full_bar	True	False	True	True	casual	True	True	quiet	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	3.0	3.0	4.0	0.0	3.0	3.0	4.0	0.0	3.0	3.0	4.0	0.0	3.0	3.0	5.0	0.0	3.0	3.0	5.0	0.0	4.0	3.0	3.0
L9nMax4J-1kufJAeWRxASw	Caribbean Cuisine	6031 N 67th Ave	Glendale	AZ	85301	33.5251689403	-112.2026338801	4.5	195	None	None	True	False	False	False	False	False	False	False	False	False	True	no	False	False	False	True	False	True	True	True	True	None	2	none	True	False	False	True	casual	True	True	average	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	0.0	3.0	3.0	3.0	0.0	3.0	3.0	3.0	0.0	3.0	3.0	3.0	0.0	3.0	3.0	3.0	0.0	3.0	3.0	3.0	0.0	3.0	3.0	4.0	0.0	0.0	0.0	0.0
