	average
02Z0sSGvQRm2rgQwUmNAJQ	152.19298245614033
RtTV96Zj1eKauRkAnliDkQ	141.2280701754386
Y8JmrCtyWPXf9aIQ7yRezQ	101.75438596491227
qTWnV4hHXmmGxMOtPGCkHw	163.5964912280702
2BeO-W48qrK7gCJg2AHDUg	148.3918128654971
8JNFNhngi1PeoyD9Hf5RJQ	189.47368421052633
O1F5N6TrzHo-pHX3sb1pfg	190.3508771929825
FfqZ1lJrg37fbkh-BU3y_w	190.78947368421046
xGJOl-p-_fMs3DoiRTmC2Q	165.35087719298247
0nfqrp91xdCscN7Nja3U1Q	88.15789473684212
cFL6SlHHfbxbChm2H0TE9A	165.78947368421052
TUrBfRkaMCs59P4Zp1DY5g	190.3508771929825
XnNxtiDQTUY--1L5MWUGcQ	164.03508771929825
tsnzQhvJD5FMeRZqS5UYRA	190.3508771929825
_M0fa2XSuKNtniZKPr-H3w	190.3508771929825
K5w4O8dUR6OHizA_d3SmpQ	110.08771929824562
tt1LSL3rQ_iG3QeIAJXLmw	189.4736842105263
ECiIL-DjUzVa_w2S1r-Mbw	86.40350877192982
asItVgPyD9584jKDkVoR1Q	155.55555555555557
HWJ1xcAhaSjN3gBiwUdjjw	165.35087719298247
DgseOsTI3KkJ0sEEhIUZ4Q	165.35087719298247
mdaKaPOKte_-7v3REM7Siw	166.66666666666669
5ZEXfAtuNaydVD_qYoDwWQ	177.41228070175438
5e8r9G-6sj4Uz15_EmwWPA	190.78947368421046
TAfuAKtfa4iGiqkoFWsmKw	151.9736842105263
2HDYveWro2dXKjzYQGZ-lg	189.4736842105263
80m6ZhBV01s8oNlAkfH20A	88.15789473684212
CmahoXBP17HudYGYt2Brdg	166.2280701754386
HQuEH9imSDfJhW08kLzkkg	165.78947368421052
8qUt6v4rYO9bmuZw8iDBCQ	165.35087719298247
sXOQo92tfxpOXuoTu0vnyw	189.4736842105263
bsCS398QpRJglP_bsDQNZw	164.4736842105263
PTrnDevaF6yqTate1E2F8w	140.1315789473684
MFMj2SPGyqz0dQGK42U7UQ	189.4736842105263
Xa2XLYhHm6TwFT0HMXpdRA	164.4736842105263
zl1QvFVZf8l43w0tL2vpFg	189.9122807017544
poUFjlgD2F9w4qOrrB1v-g	189.9122807017544
ZrqauF10tmBuMg7Fr97LSA	190.3508771929825
yoygZmg4ZhD5V_n_bt4_EA	189.9122807017544
ST74s3O3TGREMDHQWMFNQg	137.28070175438594
3IBiLPp5TIivhTo1eJbPEQ	165.78947368421052
sZmJ0dCRqKNo9E-Z8J9R2w	189.9122807017544
ZfZCj9pT54yYSRwlzr4CKQ	167.10526315789474
OPIOaZN9ehpLfMK-SS8EbQ	90.35087719298244
ZX3nx3EdOlj0tfUuOq5G0A	136.4035087719298
5XAXkk6WENi0OW_HSSXRWA	153.94736842105266
9koeKIWzqJjDjoChnk4SeQ	190.3508771929825
R_Dp411RxOMuSngCLfwHIQ	151.75438596491227
aAi0yeH1Lux_yXgsMvO-6A	115.7894736842105
8c-uDy8mRJADntHbUtwjbw	114.91228070175438
9xSqmkaWS8WWq30J8uEJ-w	189.9122807017544
lConjPFTZqz4zWELK_EJtw	164.91228070175438
w2hUTcBsl9wNOnTmW6eR9g	190.3508771929825
ProAPzAsb_hKVHyjqZfHCA	161.4035087719298
7ogyWzylWz1K2-HU2TbO5g	164.4736842105263
u4Y-CDYvowTnNyBg8tTkrg	188.5964912280702
SmUjBPerSsYZkwj8VFzSZA	190.3508771929825
TP9WVpE92wn65cC7R4eVtA	190.78947368421046
_Jo9Ita94jLXCNrvjDZFwA	110.08771929824562
E9lEZUyOMbTsN7IJl6GBJA	112.28070175438594
-KKo6D0YO0F8puKXbFtBdQ	189.9122807017544
1Ra_IrVQGGC5mGP0ljwhMg	178.50877192982455
OOkHXMMsSijNUpubPUe0gA	190.5701754385965
bT1MScXU7X9B7um6j5XZAA	191.22807017543857
OE-3uY0F1VYUrfa5iCpgEw	113.59649122807018
xfaPdBJI0d-DwKBAPv3XNg	190.78947368421046
GVtlr8cbZn3WaFpp_JlW0Q	164.4736842105263
Ip4_SXGtL8Qtpib48OI6nA	190.78947368421046
p9OUxMKlyRkOueYAeHuXig	190.5701754385965
7VUOaygRHylaZNLbSBotSw	190.3508771929825
o04pQ9MW7nqjPZBHfF_BJw	87.71929824561406
ZvNDnyc0uTSeelyWXSN-OA	86.84210526315788
JFeQMdvX9H6CPtrDxPF0Yw	126.31578947368422
bx3K2C6XhLMu9uG1ST2G4A	189.4736842105263
4p5bT_6WPCXD9qcwxVw7Bw	89.47368421052632
538pVFWMOaaRbmW0AXZy4Q	192.54385964912282
p_BfpIszZEN0tv2k2Sd35Q	164.47368421052633
XCapLsXUyXfh1vZ12TZV5A	89.47368421052632
iMtieSkBmK3y_gnWyWzXLA	190.78947368421046
VMSX9zRCWFfeGk587R1osQ	164.4736842105263
nCzMWwSnLWq98JD5QbOyQw	189.4736842105263
QcG0AQiIdrBWoazgTs9fBg	190.3508771929825
tD329h0uylKlxBkTOLD3aA	113.15789473684212
KZ40bOby2_SC0ErWnz8gRw	164.91228070175438
6t4RkHusn2QxXZjM81U_Tw	165.35087719298247
0G40sfRx04rxUMWURAJY4A	190.78947368421046
oY6VfQRlXpmhcASOFw_jMg	114.91228070175438
sOCuf-jZo43DUzWTDKiR9w	124.47368421052632
Hn9nTEOEjOyHbS3KtesquQ	189.9122807017544
SuOLY03LW5ZcnynKhbTydA	165.05847953216372
DvZUlcqIf0r5bhPFvkuDkA	86.40350877192982
3jwldoOr926Ys2mLNMp_eg	87.71929824561406
sNr5ODRUhMj7mp-0jpbsEQ	189.9122807017544
btUugfufQAe-QD6gC_Ckmw	140.3508771929825
5Yfzo3zZqzm8bAcFYb26wQ	89.47368421052632
xamaM_rwdLlx1-6IRYf6Iw	89.47368421052632
UdmkNnxn3CyPeUbYjgiIZA	89.91228070175438
53bZ_EsXH71L7iFs5MP9_w	158.44298245614033
JJpej2itQojSNtIpZzC5Sg	85.52631578947368
HbiCPNXlyhO_kpcoCEmlVQ	139.91228070175438
810WKYn8v7YPs9RsV8SHtQ	165.78947368421052
F87OtNRY_H92syIEDvV_bg	113.59649122807018
pWWNGwPWA428qQlwMnaT4g	164.4736842105263
5dXcXfqu2ZEVOks-ZP6E8A	166.2280701754386
D7DZDE1NAMQ-KcMuEjqnkg	89.91228070175438
e8EWCYnDaVcQ5hxLmGzz4w	189.9122807017544
C086_VSI5IS3X7Hjpa7-Vg	139.91228070175438
Qv4hDBFcGR-2V3PKUKfRGA	189.9122807017544
VKP1tppEwu9m4JUmubRCFQ	176.53508771929825
o1-DQ7ij9fbqAjWRnElveg	107.4561403508772
V86xktfcEqXuZ6o_uY8ckg	189.03508771929825
eWq6oTyNdDMz4o04c_zEog	190.78947368421046
BTKtAXjPHjH5B3xuT4uiIw	157.56578947368422
tFTU5yWOCQLqJMs2YhAaFQ	177.41228070175438
UUs69XpQCLtnyS3a0p9QsQ	190.78947368421046
JOR6G--IM6p9ltgyU25gWg	152.6315789473684
NP6KHEkJKWT5sjU6C9a9vQ	89.47368421052632
aOo4VxDvTzJb_tqpLOVr8w	191.22807017543857
VblVPsnCGff5a9MF6HGouQ	189.03508771929825
PvfE1lNDBy73XV4tP4T6Xg	90.35087719298244
Jk0AcqPCVMfc_DTWO3SzwA	183.77192982456143
rp0agv7nlirRzgL6BwQAOg	189.9122807017544
-0v5q3qLf9i_xka8LharzQ	190.3508771929825
yeeTZiNtPyd54rOXLOJXdg	164.03508771929825
pkq41Qh9yGOI_4pwdVmmDg	191.22807017543857
zuY8nzjSF_vpXvWRZs0Adw	135.96491228070175
RBaDF04B4GYOnU39ydANHA	161.8421052631579
nOJscyUZYvwkBhky0DOuIQ	115.7894736842105
Aiu4DG3AAfndGKQ4dgQNvg	190.78947368421046
gSXfiZwKNcFuEBo2qWrZjg	166.2280701754386
H-74_SFPt8amyCd559HgCA	190.78947368421046
LDeLJOdvAE3gxvoQKCnzkA	189.4736842105263
owlUazXSDLaxlOV7z8181g	158.23586744639374
joccMtL4kUj2nduRxBH1fQ	189.03508771929825
PinKyspEoNG_CmJGaEusNw	114.03508771929823
nqU-C_q5YG3zvZNd2rLmcg	190.3508771929825
kfKZ31LO26pp9sN0NEWbag	128.28947368421052
tFSnxUGaNa2pwb4zClBu_Q	173.94736842105263
LLHarh79YRrTy1CM3sDubg	166.2280701754386
bJcKVHswSPXWGz9jiSWD4A	160.08771929824562
emClTWXE_ou1_RJ5PHIAUQ	164.14473684210526
ya_KpajPM2IrWEXH3_nGQA	166.2280701754386
DuC_Vb_JKz6goP4VqDL34A	189.4736842105263
PCu-rdQNKf7hACuG98V0jw	188.5964912280702
O7NdY8r4qVCt7xZXV1VzdA	189.03508771929825
XrosCrvvFisfd8pkBk_wMg	189.03508771929825
LiMKC6CO-HXrci7wj3Kvhg	189.4736842105263
y07-DATi0LfUf0mqgSYNFw	190.3508771929825
lf51uxmNPVJwCJMJK6JY7w	190.3508771929825
Fa3Mk2xiKry3DW5YLqXMhg	191.66666666666669
ky4S0pa3C6fozVrtkIJwNQ	138.5964912280702
7oN4jSkS-N1EkJ421eQ9Ng	85.96491228070175
ahoSnCEC-0nGCa8zNIh7gQ	188.15789473684208
sJ0PxiYyMkOCy1VCIEWs1Q	105.04385964912282
pg5W9ipwtCijcC6J34DaVQ	189.9122807017544
RYKzU6kWPwE_oO4f3fvg3g	190.3508771929825
MwKJsEIVUEgk5-PKFkEf2g	190.78947368421046
VbkqlhGEzAhIZlpgYHP9UA	190.78947368421046
kGyTJYKb1F6EFR3MWwUtiQ	139.91228070175438
xplrLmZ8XxYPGVuu2GbXmg	189.4736842105263
HoB7LVG74BqDdtL6UCv7tg	189.03508771929825
QTLOfVOEFuhG9ZEwtz-7lg	190.3508771929825
pyh9z_4fpa7f8wDTdBj6ig	164.4736842105263
0Yhar27nOS2TW8508zczVQ	89.91228070175438
teZyKxRh4ZmKtb1iYV1m0g	114.47368421052632
sFNEmDMvk74dNQyCgmLEBw	176.7543859649123
m9dGbk0_rU7E-w1uPPulAg	165.78947368421052
TqoaQhQn7PLc4_g_1m60vA	150.43859649122805
Z5j9Xw_G0c7M2b1-iS67wg	140.3508771929825
YdPOncX8FY-tD-U22bIyNw	140.78947368421052
-SxYT6Eb6yJQlRTo1QLMmA	164.91228070175438
ZmUjc6VDC9sxhASdnc_VXg	88.15789473684212
L7xRncCG-irmaFlDNhMHiA	166.2280701754386
CPuopwhAU5fNIl3ojVWryw	191.66666666666669
CpeXPsvhTOCK6mBrAKsw_A	138.1578947368421
wvcsImNnS3yn6efNQUD3xQ	190.3508771929825
axq_UhBWtIXiZrfQnkYLzw	189.9122807017544
fx0obV81xAWjQ7E5VEkRTw	164.4736842105263
hIG5qvEbM0qLavmUet7qNw	137.93859649122805
jE93t5x50Op8DyV0voueMw	140.78947368421052
uaPnZ_6zFGgzhFnIf2fzkg	138.5964912280702
27B_rj7Et93N2ozgPZHkAA	85.52631578947368
DBJfgnsgMPQkG5mDUqVQvQ	191.22807017543857
8fXGvhFG4lG0N-G41WBSlQ	164.4736842105263
1JW3rbxP2WpnXYOeMyKEWg	81.57894736842105
KvrwpVMML9dA9LEcr4-2rg	165.35087719298247
wYfaUo7BCW9MWPdb2QDKpA	163.5964912280702
MmlJSLDg-IFaeXb5wdJbgg	140.3508771929825
zzKsgIF472IyDpJxmHDIpw	128.7280701754386
tFIzJnFVx6JX4kagEL_NJg	190.3508771929825
hgWmZXmxG90Zt7Hm0OWqKQ	138.1578947368421
0gZ8E5tBWTEtGEZDuTzhzw	147.14912280701756
B9FSg2TWnqaqFJ-MfZ5TRQ	166.66666666666669
6_Bg26_Za4X2orcooY3Oxg	191.22807017543857
udpfGxriuoBdWRBdplJl-w	178.8011695906433
yR6N3xrZp4Y30UPQcJV3Jw	115.7894736842105
nSS56iM4P_tcF-nEJ7OBkQ	189.4736842105263
hfVfapSIIIxuoAu945PCMw	189.03508771929825
i3GxnsGhJ8O8LtW4_q2g2w	190.78947368421046
5VdK7mA6ZY4_b3_5m9oDdQ	114.91228070175438
Ri9at7AJ-IuneZWJHgjptw	163.37719298245614
382_gppnk42rdO0JKDb4BA	191.22807017543857
aHirAipY9MM_bxB7McsqdQ	190.3508771929825
nWMrXkROxtvvnp1_GlrHcA	150.87719298245617
WhdlxQPD0QoGQOt6aRT5NA	164.91228070175438
kZOw1H3Fid3KGQ-GncmN1Q	84.64912280701755
S8olyYfxiUMF0MkCR3kD4A	191.22807017543857
A9xFhWgjZwEp-7Vl6fpebQ	164.91228070175438
PYdSGRt4qZ2lG1Z8gB-PSw	139.91228070175438
jg2t3rabFV_EF9VKfWdHQA	165.78947368421052
qVLhZMOX0f5ls3zJt-l3ww	89.47368421052632
dEnK1s6a3Z4ggLc1eAJLlg	138.1578947368421
Al8-HCvnaZVuvfAfeAEDeg	189.9122807017544
yEqnapIduS1Tfv3RpUS_Dg	142.54385964912282
cXiANZXe4HSOPMdYRsmlxQ	164.03508771929825
HAYmYAHa_w3Rdyu57zKLKw	139.4736842105263
4q6sA312pvh_FiAD7wy5-A	175.43859649122805
vRHUVyLn6uzShnF8uG4Qcg	166.08187134502924
4ENd7OMnQ1OrN-K3HYpQhg	189.9122807017544
QIAecalQcR-Gt9cjBxSABQ	115.35087719298244
eHKJNbLte5nhPo4HnfbCZA	140.78947368421052
R7zp32o0THHLlyMr7h-hWA	89.91228070175438
MTON2pv23KzJN_-HoUewmg	138.1578947368421
vnWKs2dgqDuR_yNI5qJG5g	156.57894736842104
q7kb0GVCWOdORhOrRfkxbw	155.55555555555554
0Zj6IpZHEIL6d1q9vWE3bQ	78.94736842105263
7gyWxohIp2NRXpbwdTu6iA	189.9122807017544
DRlIsW15Zn2qwYdOuhHlsg	157.3464912280702
kchTM2GB-t4yUrdzt_yzPw	188.3771929824561
85pqWP2pyzpl52Shun8pOQ	190.3508771929825
AVXDfmPbyK5zYcY9qHMVeA	89.03508771929825
eQI5gBHP64U21WilhSW-Cw	177.63157894736844
v0XyFVAHZ5Ws47zBnRUWOg	164.03508771929825
_V2kDiQEsL59RICWe8H4pA	165.78947368421052
vYwYi-5hSRvr1evtKwdESQ	191.22807017543857
b3QGY0cOVaHWA0VBhjblVQ	89.47368421052632
DeaevA50JEX2fxipM3yVwA	189.4736842105263
8zYCQ-IKoGSXNjg1O1aMwQ	191.22807017543857
uZdFsE_aHbFBChgN6Xa8tw	190.78947368421046
UohX5h3QSV_ZcHIwPd3iAA	115.35087719298244
jvPSeRac_I42W8VN2ENHyA	189.9122807017544
I1Z-Sxy67vHt7xE6CJjQYg	165.35087719298247
Ed32KG1u1G7L2YsFQpAc4Q	112.28070175438594
-YQbuIo2KtN-2NyBRdtj-g	189.9122807017544
u2GnE6Qz7djou3Es0pZ-rA	189.9122807017544
yfh88s8P_7eMuFb7eJd5zw	137.28070175438594
vQDG_xCanMKv67RB7TPiNA	87.71929824561406
2B_EqmBMSucsr7djGzu0EA	114.91228070175438
QTZvgss0rIfPmauPaSj2nw	186.62280701754383
67HwuY1mtttvvnqn9tHU0Q	165.78947368421052
NS9uz1e7_77ESixQJ_B4vg	188.15789473684208
OgT2n-48xiUHTRELqYBfCQ	188.15789473684208
hhmusLt_HAO9Q3kueG-VeQ	139.03508771929822
rDORGCGHV984OBXwqu2FYQ	163.5964912280702
GRgsirDJq-XmYKtEAXxa_w	164.4736842105263
LmNnFHGvMxj0VQoGuJtX6Q	168.42105263157896
LTnzj81jSmIyiH7-NdLPUQ	114.47368421052632
5DDnGYsqbHXmiXmGmMNfxQ	165.78947368421052
3l4X4C2bgvnDhprd8BKrog	127.85087719298245
BiFRvbFlhuukkdBE6SgOOQ	189.9122807017544
HwwdIW50bXlKFlJ6caM5NQ	191.66666666666669
cb7OE0WiB8hA25QlXkpMSQ	190.78947368421046
dcGK9kW4LGKqjbDdsHZ_3A	165.78947368421052
O2mqmjLhQPSzKSQTZ7qMkQ	138.1578947368421
DZF3heF_GuJ_xifIboUXJw	190.3508771929825
fbdoogtz5I7P-WS69fdqcg	189.9122807017544
oK5STV-VWc6IGiYdXVUz1g	191.22807017543857
TFS0L5F3_LRu3uavwjVCAg	87.28070175438594
wG-gqrrNOXTo17-gTlJU0A	165.78947368421052
v-KbMFlvBI5P3k-poJOxKw	164.91228070175438
bcZHYCxvsd3qnrR1jTFldQ	89.91228070175438
DiU4XmSLGZQ6XfTwp8SSpw	188.5964912280702
GRj_qvuSXqelqkcTThKEkw	140.78947368421052
YSpEWPRBiugwoTaEdMaP2Q	190.78947368421052
zq2S_JXkEZadz3GdyPE2aA	89.03508771929825
YHqaaRRptjV33H_npjKO1A	190.3508771929825
eMI9tJDdss6Q9Yzutq57Xw	114.47368421052632
o0XKl1Z_T9HiMKs8AGzVYg	116.22807017543859
D2oYPI-QpD-nmOHLECkPhg	188.5964912280702
NYRr2QBfzcBRAf69bFIXug	156.28654970760235
lpj5CP6AIO46lM1OB9ScKw	110.52631578947368
SSpbzuqvBjYQknCgOGgCOA	188.5964912280702
cBg78aTls1pOb-4YFiy7jA	188.5964912280702
LvLaYXjvzdrPDXC3Zv3XoA	166.44736842105266
-Ds0hzlQwZUukmOwnapaFg	172.6608187134503
mO3niz_3dA503q83ljhs8g	89.91228070175438
m40S6LAo2hhFetYx5FzW7g	191.66666666666669
FRTed_TjXG-ocDy-638tGQ	114.47368421052632
YUkUDpZjibP4xRZ9DiukeA	89.03508771929825
EA-UgJmd-hQ8RBn1odmDJg	114.03508771929823
pt_lC7dA7dVXxvSDZkqdHA	190.78947368421046
IPqKxe-x-QiHUT9Jj3YUcQ	189.4736842105263
lTh7TfcIW4WO09OoIDJtqA	191.22807017543857
yQum84TtAkkl9QraIE2zQw	165.35087719298247
v6C7g7j6ISUNctDqFTs3Rg	90.35087719298244
tA-RJ1ipbIg7pBNlDvcYlQ	86.40350877192982
gYYnXP8Zelt5dx4cXROmSQ	189.4736842105263
B2x9i-9H_qWFolMiq-aFSg	189.9122807017544
4m9NXICYBC5i9t4aTt-I6w	159.06432748538012
O86ecU9CBJFU7lckHLE4cA	112.28070175438594
3WhX8TCbE2NJ7zQpCcALVA	190.78947368421046
obe3Iv13ZIFOV77kDRlevQ	140.78947368421052
thP34enVDAfh1MXX7-ZWtA	190.78947368421046
_K78YE0CIR6e54iYChi7Og	191.22807017543857
lWZD7nGTxY8DDvIPCORxCg	156.87134502923976
bOh7eK9CRrXry9P6X97hXA	140.1315789473684
BJEp_Lve_JE0kctRfkZcUA	189.9122807017544
EAGmYqSrzHnfV5_1STDsdA	115.35087719298244
zGhD8wVRVdWmNgGh5xfJNg	190.3508771929825
Efr8XtwzUNvPhGj6jwOPzQ	190.3508771929825
G75sWieeB7PE6EeZJbia5w	88.59649122807016
S-racDssSU2AcDufhcohvA	190.3508771929825
_FeNOwm3ahJ8_HD1kEs7QA	164.91228070175438
_gvqbuDeyrs__bXcrYXJtQ	188.5964912280702
tnUg3SNuHlmhhvjEaJc1Dw	163.5964912280702
dMXfgroDYDhBL_6IarfyEg	188.5964912280702
X_ATCvgV1rHzPaDqGLI9kw	188.5964912280702
wicTHS0tsspxHMhRtVVZuQ	191.66666666666669
zvp4PjRMmMBqMoTvc1pHAQ	87.71929824561406
EeLzIfMFQHANaN6VPTsZDw	165.35087719298247
BLZ5P5h57pnjg7DixgelTg	190.78947368421046
HaH6LsNlgwOlQMHn833GqA	87.71929824561406
rik26L3vlIyxV09KZPD-mw	141.66666666666669
oOvrwH-quNDdnl9VrmBaHw	191.22807017543857
v56DcWW7IjtvH2MBWYE8Dw	179.3859649122807
DKcq6HId6G2UEUlIstBfWw	187.71929824561403
YAL_jEDbhUqr47FfiZhY1w	191.66666666666669
O25ql16qA2ia58vDEe-nxw	188.15789473684208
-HCTj_9U0iMDPbnLxDTRiA	187.71929824561403
Rkq8j67GGLaP0YiMlKWXcg	190.78947368421046
4V5nEhLLrqNx16SXsLTqYQ	114.91228070175438
20dDwyiTKpzJUN1L1lKKiw	189.9122807017544
Zbn9sR02MI6DL91DbHecdw	188.5964912280702
n8nptoj8B9K8fs3N7wguSQ	190.3508771929825
5oMDPlrHHONdcYlpufAq_w	166.2280701754386
aXbo4aGJGpORTLwGHb2CZQ	140.3508771929825
XiT4BOKRAeSsCbi3jkdAPg	191.22807017543857
T2_RfLMqw8v_UbObfvP1xw	164.03508771929825
2Fw4HYzX3rVhb34Kj-TzXw	177.63157894736844
nmmzD_exN7QjVQTL2KbriQ	152.4122807017544
p3N5p9NK2lcBornOHQngQA	139.91228070175438
Us5rN-zIUOWuzJWO3xFeLQ	114.91228070175438
pRfImhwkyHGynEK_CVyFAQ	140.3508771929825
lijIRCkem3GH0r74wkU_qg	189.03508771929825
K0Ms0DEXb9iAzotaHx-ntA	190.3508771929825
yNu797mEKAH1TuEqNr21vw	191.22807017543857
0Zswwlz4NzUJoG-skyWzIw	166.22807017543857
GqugnE_g_QreoJ23P9LiSg	89.91228070175438
ZG7dHx-WeuQSNHp7PQScQg	85.08771929824562
i9U2ImjadZX9K_Az5ncOyg	165.78947368421052
4Sx4_Gz0Qj2ZF0GL9pNqqA	114.47368421052632
o9boDbtoV-LZZBzdli6WZw	175.6578947368421
HqighWNpfHecGbmAlpOYsg	189.9122807017544
D5R0PXNHnUAJ_Svg57AOug	192.54385964912282
ILEvXBLnIp5QTc2oahX0OA	112.71929824561406
c2fNx7VmQDKk--Bu2RBGnA	190.3508771929825
xBLGb1lrLwTjWgEYgCeOEQ	87.71929824561406
yMS85uVMMDOETHGXKzMBSQ	112.28070175438594
wu7Ol_Dgr9so5cQb0XHCWA	178.5087719298246
YCp26eqxkTY6URBfB68Dnw	189.9122807017544
fF7Cj2fDO6_LklSmxldZQQ	164.4736842105263
0nqshyLgABOSyTfJUTthjQ	190.3508771929825
PVMhPwwRhaUBlVJSpf5LXQ	190.3508771929825
-RnVAr6q734KjWt2mEDuuA	151.97368421052633
KoH3Jto3ZWFeSajgGxkVZg	190.78947368421046
E3vx1SHmSs0GUCao9gOsWg	166.66666666666669
E9IlgNIKYTcu3E3kXz3rXw	166.66666666666669
xhysVvQVs5XkkdXFTbPZNw	189.9122807017544
nR3hzni4OL96vnEcR_frYg	139.03508771929822
bsWl4HuCUj23b7YHcxok1A	189.9122807017544
IJvfws3wbU5AepgGgZinug	138.1578947368421
lMvro2bHUT4-c5Tc9VFquQ	112.71929824561406
Nt3ger2fPWp2jlUYeSkFTQ	189.4736842105263
bLNS2BFfa9PTxCbT5jJztA	183.18713450292398
NEPtb8p3nyQkkap0DZ0__g	166.2280701754386
Iw1mlnbzRUiyl8iwH95Uxg	190.78947368421046
o2K2WUMz4TJsFMps2vUsog	189.03508771929825
k_B77BRg5zb3laVp7VgDJA	189.4736842105263
aWEV7kuKvbPV0Jl5sNG6LQ	189.9122807017544
kN7gx0Ym8uRl-ALJvpUFiw	189.9122807017544
J6wgQxpoLbGczm2gQy7e4Q	139.91228070175438
GVASS-sgxSbTRaa2rEtzVA	190.3508771929825
YZR5mQUIpeWCxJo4I4J2ug	190.3508771929825
pF-Azxv-NbYdoGVw2fcznw	190.78947368421046
Y4Kab9LG-aQ0U3eC055qTg	189.9122807017544
Gfhk6FYD2w4R3nqMnA63RQ	152.19298245614036
L20e_VoJzUvhn2OrjBuX0w	139.25438596491227
Em8XeeoGtWPwuDFIfr5qpQ	115.7894736842105
3dIniGU8YO0E_f5_f9av9Q	88.59649122807018
vYODz6IT0WWjmnaUjzoVgQ	162.28070175438597
XAOUTGh79qLuER8cFiCbcw	189.9122807017544
hxQd6kOCMN6yT8jz3z6BUQ	88.59649122807018
oF8Efb3fBrwWZvmsl6e-pw	178.28947368421052
83LecXZA1FoHfvFRWgeuUA	89.91228070175438
qDi5XvihmkuTWLhaw3f3Fw	168.859649122807
TkwqVgKSd_gB1W5ou-93Zg	165.78947368421052
CIJsgEIJJT89KJemnaWW0A	139.91228070175438
AOQ0yHh-QGTX6H3bgFR16A	113.59649122807018
rZwAyWdColv0XQu1VAMpPQ	172.953216374269
5p0OtGmTaN94C0iFSf_STg	164.03508771929825
xmPhQQTwxw0lIn1qHnTsOQ	151.97368421052633
ZRL6bhD0ad-_dEXnqcKfiw	154.38596491228068
OKvHSk4jxYHEK1ZvjNbddA	189.9122807017544
XcIGBjkf_qOlZjZFg6O3Hw	82.89473684210526
SHsVSVqz0suADIhcoWcVzQ	88.15789473684212
rCWrxuRC8_pfagpchtHp6A	167.8362573099415
04_DKk3mw67bp5gzmZIy_A	191.66666666666669
zPrnD3FdU7zouX0JhJgOrg	190.3508771929825
FInGPy8CsY-YOaGS_11T4A	87.28070175438594
gCVgie-zpMQklM4PSAFzmw	190.78947368421046
HPG25xnoq7B-tZwYLmrDDw	189.9122807017544
DI-YnYlS5LFVRpt-h3Ps9Q	191.22807017543857
Z5aof6SKWAx4jxl8Q80LIw	190.3508771929825
n8WrcBLdQ-8P-bLZeMpFWw	84.21052631578948
hgv4QjA9vQ_t04LFWl693Q	140.3508771929825
6Z26i4Awq1_cRMw35LmX9Q	164.91228070175438
LAmgQYxAvgAz_9MZYjzajA	139.2543859649123
c2MQ_LPuvtiiKFR_-OY9pg	159.10087719298247
zDY5N5xpigFOdIFIv5Nb0w	165.35087719298247
Wh0ETLpyLkq0XNAE2RG9Wg	189.9122807017544
_57oUXHd1kCNjcVa5tyQEw	190.3508771929825
WjMauCsaQkNl-QoQIL2fNw	190.3508771929825
8QEbOPCXPcZbwSBqsd5gZQ	166.8859649122807
FxB4RmxnI5UKJTolBQJ1kg	111.40350877192982
StxUEpP2FEvc4TJx5hH7qA	189.03508771929825
AL6ckVjodvU6_h93aefUlw	164.4736842105263
mEChm9W3RqG-5LN6G5d4YQ	148.83040935672514
ta_Xf1_sV8HBiAi56CAcuw	89.47368421052632
4Y5fFIcJ1omQlr4wsCpw1w	164.91228070175438
6cDcW5he6tKiHnz8WoBn0g	191.66666666666669
KkNMWtECxm8_XQZVRG6mKw	139.4736842105263
IKdub0kHXhCS_5EG84ivuw	164.4736842105263
x_sfqsGw4Ag4QJPsjojg_Q	189.9122807017544
RsWv9AgTrqsmd58o5rHVRw	189.9122807017544
7kTkTSYHu3tFJApDa2twMg	140.3508771929825
PwUhDBmbL1QZcm_BAjavRg	165.35087719298247
pceN7X_afFDUaZAMf6vDIA	165.13157894736838
NDWtWfAPnPFPyCITPh1pTg	189.9122807017544
KHptG5qb0B8wAYQeuSUMQg	87.28070175438594
RNKwQjJ3cKRUnsaTjB7NrQ	165.35087719298247
1JPWqtmMrvqTFDcdOPZLfg	191.66666666666669
BFZRME4acKM9_6-2aMBYLg	89.03508771929825
p4FRxa6IfkmB8_w_rfgA-Q	190.78947368421046
cKkXQgraCw9mL9nKvvV7WQ	137.06140350877195
1mmrI9K47sMHsXP6NZKHOg	190.3508771929825
IkpcIJdb8nnDTPVoZM73tw	137.28070175438594
iT9-cHTEkzUmb85Evy7xcg	176.9736842105263
wNdc-L4KhykLcPitMajkPQ	152.4122807017544
S4Y-BQIONmtD40no_k5mBw	189.9122807017544
J8cgZHlVuJmEAmRBi8tp7Q	188.5964912280702
T76-jKiHe5Fz5qTjQQlWoA	192.54385964912282
j6tE9yTK-iuqclw0iBYGKA	190.3508771929825
Agfdkh7NNIt9gXe5_yTiig	165.35087719298247
RiU99Ze8UEoUutHMl73HIg	166.66666666666669
yD4OD8OSEjXDKr-ePkrsUQ	190.78947368421046
i_KBEh6Jkscgul5NtriuTQ	140.57017543859644
Kmmfj_SjZp_68G6ktts77g	189.4736842105263
MGUe-I_YHqXe1dhlJLBl8g	164.4736842105263
4go9PsxB_fAM0_osLDMNUQ	88.59649122807018
gSQnppftzwIUbdwcnHl2JQ	164.91228070175438
9svkNa59YGzarWewC656Bg	139.69298245614033
